Time,Load,Extension,Compressive strain (Extension),Compressive stress
"23641.33","799.6","1.240","0.01116","4.23785"
"23651.33","799.7","1.241","0.01116","4.23802"
"23661.33","799.5","1.241","0.01116","4.23718"
"23671.33","799.6","1.241","0.01116","4.23736"
"23681.33","799.6","1.241","0.01116","4.23764"
"23691.33","799.6","1.241","0.01116","4.23777"
"23701.33","799.5","1.241","0.01116","4.23719"
"23711.33","799.6","1.241","0.01116","4.23744"
"23721.33","799.5","1.241","0.01116","4.23691"
"23731.33","799.9","1.241","0.01116","4.23929"
"23741.33","801.0","1.241","0.01116","4.24481"
"23751.33","800.9","1.241","0.01116","4.24460"
"23761.33","800.7","1.241","0.01116","4.24321"
"23771.33","800.5","1.241","0.01116","4.24220"
"23781.33","800.7","1.241","0.01116","4.24320"
"23791.33","800.3","1.240","0.01116","4.24144"
"23801.33","800.3","1.240","0.01116","4.24122"
"23811.33","800.1","1.240","0.01116","4.24020"
"23821.33","800.1","1.240","0.01115","4.24022"
"23831.33","800.1","1.240","0.01115","4.24029"
"23841.33","800.2","1.240","0.01115","4.24093"
"23851.33","800.0","1.240","0.01115","4.23971"
"23861.33","800.0","1.240","0.01115","4.23967"
"23871.33","799.8","1.240","0.01115","4.23889"
"23881.33","799.8","1.240","0.01115","4.23887"
"23891.33","800.0","1.240","0.01115","4.23977"
"23901.33","800.0","1.240","0.01115","4.23981"
"23911.33","799.9","1.240","0.01116","4.23935"
"23921.33","799.7","1.240","0.01116","4.23831"
"23931.33","799.7","1.240","0.01116","4.23789"
"23941.33","799.8","1.240","0.01116","4.23866"
"23951.33","799.6","1.241","0.01116","4.23768"
"23961.33","799.9","1.241","0.01116","4.23910"
"23971.33","799.6","1.241","0.01116","4.23764"
"23981.33","799.9","1.241","0.01116","4.23906"
"23991.33","799.7","1.241","0.01116","4.23830"
"24001.33","799.8","1.241","0.01116","4.23887"
"24001.33","799.9","1.241","0.01116","4.23898"
"24001.35","799.9","1.241","0.01116","4.23937"
"24011.35","797.8","1.240","0.01115","4.22805"
"24021.35","802.0","1.241","0.01116","4.25040"
"24027.26","807.0","1.242","0.01117","4.27691"
"24037.26","810.3","1.242","0.01117","4.29449"
"24047.26","813.5","1.242","0.01117","4.31131"
"24057.26","816.8","1.242","0.01117","4.32857"
"24067.26","819.9","1.243","0.01118","4.34518"
"24077.26","823.1","1.243","0.01118","4.36240"
"24087.26","826.6","1.243","0.01118","4.38061"
"24097.26","830.4","1.243","0.01119","4.40100"
"24107.26","833.4","1.244","0.01119","4.41695"
"24117.26","836.7","1.244","0.01119","4.43422"
"24127.26","839.9","1.244","0.01119","4.45128"
"24137.26","843.4","1.244","0.01120","4.46988"
"24147.26","846.7","1.245","0.01120","4.48697"
"24157.26","850.0","1.245","0.01120","4.50485"
"24167.26","853.1","1.245","0.01120","4.52098"
"24177.26","856.5","1.245","0.01121","4.53906"
"24187.26","860.3","1.246","0.01121","4.55944"
"24197.26","863.6","1.246","0.01121","4.57689"
"24207.26","866.7","1.246","0.01121","4.59300"
"24217.26","869.9","1.247","0.01122","4.61020"
"24227.26","873.1","1.247","0.01122","4.62710"
"24237.26","876.9","1.247","0.01122","4.64747"
"24247.26","880.3","1.247","0.01123","4.66515"
"24257.26","883.3","1.248","0.01123","4.68128"
"24267.26","886.8","1.248","0.01123","4.69979"
"24277.26","889.9","1.248","0.01123","4.71626"
"24287.26","893.5","1.248","0.01124","4.73533"
"24297.26","896.2","1.249","0.01124","4.74978"
"24307.26","900.5","1.249","0.01124","4.77239"
"24317.26","903.6","1.249","0.01124","4.78887"
"24327.26","906.7","1.250","0.01125","4.80541"
"24337.26","910.2","1.250","0.01125","4.82376"
"24347.26","913.5","1.250","0.01125","4.84142"
"24357.26","916.6","1.250","0.01126","4.85764"
"24367.26","919.9","1.251","0.01126","4.87527"
"24377.26","923.5","1.251","0.01126","4.89409"
"24387.26","926.7","1.251","0.01126","4.91104"
"24397.26","930.0","1.252","0.01127","4.92888"
"24407.26","933.2","1.252","0.01127","4.94545"
"24417.26","936.6","1.252","0.01127","4.96378"
"24427.26","940.0","1.252","0.01127","4.98190"
"24437.26","943.3","1.253","0.01128","4.99941"
"24447.26","946.8","1.253","0.01128","5.01745"
"24457.26","949.8","1.253","0.01128","5.03378"
"24467.26","953.1","1.253","0.01129","5.05104"
"24477.26","956.9","1.254","0.01129","5.07121"
"24487.26","960.0","1.254","0.01129","5.08775"
"24497.26","963.0","1.254","0.01129","5.10380"
"24507.26","967.0","1.254","0.01130","5.12455"
"24517.26","969.9","1.255","0.01130","5.14028"
"24527.26","973.3","1.255","0.01130","5.15824"
"24537.26","976.4","1.255","0.01130","5.17481"
"24547.26","980.0","1.256","0.01131","5.19348"
"24557.26","983.3","1.256","0.01131","5.21117"
"24567.26","986.5","1.256","0.01131","5.22818"
"24577.26","989.7","1.256","0.01132","5.24491"
"24587.26","993.6","1.257","0.01132","5.26558"
"24597.26","997.0","1.257","0.01132","5.28379"
"24606.04","1000.0","1.257","0.01132","5.29965"
"24606.04","1000.0","1.257","0.01132","5.29969"
"24606.04","1000.0","1.257","0.01132","5.29968"
"24606.08","994.9","1.256","0.01131","5.27263"
"24616.08","999.4","1.257","0.01132","5.29634"
"24626.08","1000.4","1.257","0.01132","5.30154"
"24636.08","1000.4","1.257","0.01132","5.30181"
"24646.08","1000.1","1.257","0.01132","5.29996"
"24656.08","999.9","1.257","0.01132","5.29906"
"24666.08","1000.0","1.257","0.01132","5.29971"
"24676.08","999.8","1.257","0.01132","5.29841"
"24686.08","999.9","1.257","0.01132","5.29916"
"24696.08","1000.3","1.257","0.01132","5.30118"
"24706.08","1000.0","1.257","0.01132","5.29988"
"24716.08","999.8","1.257","0.01132","5.29844"
"24726.08","999.8","1.257","0.01132","5.29853"
"24736.08","1000.3","1.257","0.01132","5.30104"
"24746.08","1000.3","1.257","0.01132","5.30108"
"24756.08","1000.3","1.257","0.01132","5.30134"
"24766.08","1000.3","1.257","0.01132","5.30105"
"24776.08","1000.0","1.257","0.01132","5.29977"
"24786.08","999.8","1.257","0.01132","5.29855"
"24796.08","999.9","1.257","0.01132","5.29904"
"24806.08","999.5","1.257","0.01132","5.29674"
"24816.08","1000.5","1.257","0.01133","5.30242"
"24826.08","1000.6","1.257","0.01133","5.30263"
"24836.08","1000.4","1.257","0.01132","5.30162"
"24846.08","1000.2","1.257","0.01132","5.30072"
"24856.08","1000.3","1.257","0.01132","5.30134"
"24866.08","1000.2","1.257","0.01132","5.30063"
"24876.08","999.8","1.257","0.01132","5.29852"
"24886.08","999.5","1.257","0.01132","5.29710"
"24896.08","999.5","1.257","0.01132","5.29675"
"24906.08","999.7","1.257","0.01133","5.29801"
"24916.08","999.7","1.257","0.01133","5.29801"
"24926.08","1000.4","1.257","0.01133","5.30166"
"24936.08","1000.3","1.257","0.01133","5.30129"
"24946.08","1000.1","1.257","0.01133","5.30026"
"24956.08","1000.2","1.257","0.01133","5.30076"
"24966.08","1000.1","1.257","0.01133","5.30030"
"24976.08","1000.0","1.257","0.01133","5.29954"
"24986.08","999.7","1.257","0.01133","5.29793"
"24996.08","999.8","1.257","0.01133","5.29876"
"25006.08","999.8","1.257","0.01133","5.29867"
"25016.08","1000.0","1.257","0.01133","5.29950"
"25026.08","999.5","1.257","0.01133","5.29676"
"25036.08","1000.8","1.258","0.01133","5.30404"
"25046.08","1000.5","1.258","0.01133","5.30237"
"25056.08","1000.6","1.257","0.01133","5.30286"
"25066.08","1000.1","1.257","0.01133","5.30033"
"25076.08","1000.3","1.257","0.01133","5.30102"
"25086.08","999.9","1.257","0.01132","5.29935"
"25096.08","1000.0","1.257","0.01132","5.29975"
"25106.08","1000.2","1.257","0.01132","5.30050"
"25116.08","1000.0","1.257","0.01132","5.29957"
"25126.08","999.9","1.257","0.01132","5.29925"
"25136.08","1000.1","1.257","0.01132","5.30024"
"25146.08","1000.0","1.257","0.01132","5.29960"
"25156.08","999.9","1.257","0.01132","5.29897"
"25166.08","999.9","1.257","0.01132","5.29923"
"25176.08","999.6","1.257","0.01133","5.29757"
"25186.08","999.5","1.257","0.01133","5.29712"
"25196.08","999.9","1.257","0.01133","5.29921"
"25206.08","999.6","1.257","0.01133","5.29771"
"25216.08","999.7","1.258","0.01133","5.29781"
"25226.08","999.8","1.258","0.01133","5.29838"
"25236.08","1000.6","1.258","0.01133","5.30286"
"25246.08","1000.4","1.258","0.01133","5.30165"
"25256.08","1000.4","1.258","0.01133","5.30167"
"25266.08","1000.3","1.258","0.01133","5.30139"
"25276.08","1000.5","1.257","0.01133","5.30203"
"25286.08","1000.1","1.257","0.01133","5.30030"
"25296.08","1000.3","1.257","0.01133","5.30113"
"25306.08","1000.1","1.257","0.01133","5.30043"
"25316.08","1000.1","1.257","0.01133","5.30026"
"25326.08","1000.3","1.257","0.01132","5.30116"
"25336.08","1000.1","1.257","0.01132","5.30016"
"25346.08","999.9","1.257","0.01132","5.29888"
"25356.08","1000.1","1.257","0.01132","5.30006"
"25366.08","999.8","1.257","0.01132","5.29878"
"25376.08","1000.0","1.257","0.01132","5.29947"
"25386.08","999.7","1.257","0.01133","5.29823"
"25396.08","999.5","1.257","0.01133","5.29724"
"25406.08","999.5","1.257","0.01133","5.29675"
"25416.08","999.5","1.258","0.01133","5.29706"
"25426.08","999.7","1.258","0.01133","5.29792"
"25436.08","999.5","1.258","0.01133","5.29676"
"25446.08","1000.6","1.258","0.01133","5.30290"
"25456.08","1000.7","1.258","0.01133","5.30330"
"25466.08","1000.6","1.258","0.01133","5.30274"
"25476.08","1000.6","1.257","0.01133","5.30278"
"25486.08","1000.7","1.257","0.01133","5.30322"
"25496.08","1000.3","1.257","0.01132","5.30139"
"25506.08","1000.1","1.257","0.01132","5.30037"
"25516.08","1000.2","1.257","0.01132","5.30072"
"25526.08","1000.0","1.257","0.01132","5.29983"
"25536.08","999.9","1.257","0.01132","5.29921"
"25546.08","1000.0","1.257","0.01132","5.29985"
"25556.08","999.4","1.257","0.01132","5.29667"
"25566.08","999.1","1.257","0.01133","5.29514"
"25576.08","999.2","1.257","0.01133","5.29529"
"25586.08","999.2","1.258","0.01133","5.29545"
"25596.08","999.3","1.258","0.01133","5.29605"
"25606.08","1000.5","1.258","0.01133","5.30243"
"25616.08","1000.7","1.258","0.01133","5.30309"
"25626.08","1000.6","1.258","0.01133","5.30301"
"25636.08","1000.5","1.258","0.01133","5.30237"
"25646.08","1000.5","1.258","0.01133","5.30237"
"25656.08","1000.4","1.257","0.01133","5.30184"
"25666.08","1000.1","1.257","0.01133","5.30035"
"25676.08","1000.0","1.257","0.01133","5.29957"
"25686.08","999.9","1.257","0.01133","5.29889"
"25696.08","1000.0","1.257","0.01133","5.29973"
"25706.08","999.9","1.257","0.01133","5.29896"
"25716.08","1000.1","1.257","0.01133","5.30041"
"25726.08","1000.0","1.257","0.01133","5.29946"
"25736.08","999.9","1.257","0.01133","5.29918"
"25746.08","999.9","1.257","0.01133","5.29926"
"25756.08","999.7","1.257","0.01133","5.29814"
"25766.08","999.6","1.258","0.01133","5.29727"
"25776.08","999.6","1.258","0.01133","5.29767"
"25786.08","999.7","1.258","0.01133","5.29802"
"25796.08","999.6","1.258","0.01133","5.29738"
"25806.08","999.5","1.258","0.01133","5.29714"
"25816.08","999.6","1.258","0.01133","5.29755"
"25826.08","999.3","1.258","0.01133","5.29602"
"25836.08","1000.8","1.258","0.01133","5.30415"
"25846.08","1001.0","1.258","0.01133","5.30518"
"25856.08","1001.0","1.258","0.01133","5.30493"
"25866.08","1000.5","1.258","0.01133","5.30244"
"25876.08","1000.4","1.257","0.01133","5.30170"
"25886.08","1000.2","1.257","0.01133","5.30079"
"25896.08","1000.0","1.257","0.01133","5.29972"
"25906.08","1000.0","1.257","0.01133","5.29963"
"25916.08","1000.0","1.257","0.01133","5.29947"
"25926.08","999.9","1.257","0.01133","5.29895"
"25936.08","999.9","1.257","0.01133","5.29920"
"25946.08","999.7","1.257","0.01133","5.29821"
"25956.08","999.7","1.257","0.01133","5.29792"
"25966.08","999.6","1.258","0.01133","5.29777"
"25976.08","999.4","1.258","0.01133","5.29655"
"25986.08","999.4","1.258","0.01133","5.29655"
"25996.08","999.6","1.258","0.01133","5.29734"
"26006.08","999.4","1.258","0.01133","5.29635"
"26016.08","999.3","1.258","0.01133","5.29573"
"26026.08","1000.8","1.258","0.01133","5.30376"
"26036.08","1000.7","1.258","0.01133","5.30341"
"26046.08","1000.8","1.258","0.01133","5.30387"
"26056.08","1000.6","1.258","0.01133","5.30264"
"26066.08","1000.6","1.258","0.01133","5.30296"
"26076.08","1000.4","1.258","0.01133","5.30178"
"26086.08","1000.2","1.258","0.01133","5.30051"
"26096.08","1000.1","1.258","0.01133","5.30020"
"26106.08","1000.0","1.257","0.01133","5.29991"
"26116.08","1000.0","1.258","0.01133","5.29949"
"26126.08","999.7","1.258","0.01133","5.29796"
"26136.08","999.6","1.258","0.01133","5.29743"
"26146.08","999.5","1.258","0.01133","5.29712"
"26156.08","999.6","1.258","0.01133","5.29743"
"26166.08","999.4","1.258","0.01133","5.29669"
"26176.08","999.6","1.258","0.01133","5.29752"
"26186.08","999.9","1.258","0.01133","5.29893"
"26196.08","1000.0","1.258","0.01133","5.29972"
"26206.08","999.9","1.258","0.01133","5.29903"
"26216.08","999.7","1.258","0.01133","5.29830"
"26226.08","999.7","1.258","0.01133","5.29784"
"26236.08","999.9","1.258","0.01133","5.29908"
"26246.08","999.9","1.258","0.01133","5.29936"
"26256.08","1000.5","1.258","0.01133","5.30209"
"26266.08","1000.7","1.258","0.01133","5.30342"
"26276.08","1000.5","1.258","0.01133","5.30246"
"26286.08","1000.5","1.258","0.01133","5.30252"
"26296.08","1000.5","1.258","0.01133","5.30240"
"26306.08","1000.3","1.258","0.01133","5.30138"
"26316.08","1000.5","1.258","0.01133","5.30204"
"26326.08","1000.0","1.258","0.01133","5.29979"
"26336.08","999.9","1.258","0.01133","5.29887"
"26346.08","999.7","1.258","0.01133","5.29822"
"26356.08","999.8","1.258","0.01133","5.29832"
"26366.08","999.7","1.258","0.01133","5.29804"
"26376.08","999.4","1.258","0.01133","5.29659"
"26386.08","999.7","1.258","0.01133","5.29824"
"26396.08","999.7","1.258","0.01133","5.29806"
"26406.08","999.6","1.258","0.01133","5.29729"
"26416.08","999.4","1.258","0.01133","5.29646"
"26426.08","1000.8","1.258","0.01133","5.30377"
"26436.08","1000.2","1.258","0.01133","5.30048"
"26446.08","1000.3","1.258","0.01133","5.30134"
"26456.08","1000.1","1.258","0.01133","5.30021"
"26466.08","1000.2","1.258","0.01133","5.30066"
"26476.08","1000.2","1.258","0.01133","5.30073"
"26486.08","1000.1","1.258","0.01133","5.30041"
"26496.08","1000.2","1.258","0.01133","5.30054"
"26506.08","1000.1","1.258","0.01133","5.30001"
"26516.08","1000.2","1.258","0.01133","5.30079"
"26526.08","1000.1","1.258","0.01133","5.30018"
"26536.08","999.8","1.258","0.01133","5.29881"
"26546.08","999.8","1.258","0.01133","5.29852"
"26556.08","999.8","1.258","0.01133","5.29844"
"26566.08","999.7","1.258","0.01133","5.29815"
"26576.08","999.3","1.258","0.01133","5.29581"
"26586.08","999.6","1.258","0.01134","5.29753"
"26596.08","1000.5","1.258","0.01134","5.30238"
"26606.08","1000.7","1.258","0.01133","5.30328"
"26616.08","1000.5","1.258","0.01133","5.30241"
"26626.08","1000.5","1.258","0.01133","5.30209"
"26636.08","1000.4","1.258","0.01133","5.30155"
"26646.08","1000.4","1.258","0.01133","5.30162"
"26656.08","1000.3","1.258","0.01133","5.30132"
"26666.08","1000.2","1.258","0.01133","5.30089"
"26676.08","1000.1","1.258","0.01133","5.30010"
"26686.08","1000.2","1.258","0.01133","5.30065"
"26696.08","1000.1","1.258","0.01133","5.30015"
"26706.08","999.9","1.258","0.01133","5.29905"
"26716.08","999.9","1.258","0.01133","5.29911"
"26726.08","1000.0","1.258","0.01133","5.29975"
"26736.08","999.8","1.258","0.01133","5.29848"
"26746.08","999.9","1.258","0.01133","5.29921"
"26756.08","999.8","1.258","0.01133","5.29839"
"26766.08","999.6","1.258","0.01133","5.29745"
"26776.08","999.7","1.258","0.01133","5.29829"
"26786.08","999.7","1.258","0.01133","5.29821"
"26796.08","999.6","1.258","0.01133","5.29769"
"26806.08","999.6","1.258","0.01133","5.29761"
"26816.08","999.7","1.258","0.01133","5.29820"
"26826.08","999.6","1.258","0.01133","5.29763"
"26836.08","999.8","1.258","0.01134","5.29875"
"26846.08","999.9","1.258","0.01134","5.29925"
"26856.08","1000.3","1.258","0.01134","5.30106"
"26866.08","1000.3","1.258","0.01134","5.30110"
"26876.08","999.6","1.258","0.01134","5.29728"
"26886.08","1000.9","1.259","0.01134","5.30458"
"26896.08","1000.8","1.258","0.01134","5.30398"
"26906.08","1000.7","1.258","0.01133","5.30356"
"26916.08","1000.5","1.258","0.01133","5.30249"
"26926.08","1000.5","1.258","0.01133","5.30234"
"26936.08","1000.4","1.258","0.01133","5.30196"
"26946.08","1000.2","1.258","0.01133","5.30087"
"26956.08","1000.2","1.258","0.01133","5.30064"
"26966.08","999.9","1.258","0.01133","5.29899"
"26976.08","1000.0","1.258","0.01133","5.29965"
"26986.08","1000.0","1.258","0.01133","5.29939"
"26996.08","1000.2","1.258","0.01133","5.30086"
"27006.08","1000.0","1.258","0.01133","5.29979"
"27016.08","999.9","1.258","0.01133","5.29885"
"27026.08","1000.1","1.258","0.01133","5.30001"
"27036.08","999.9","1.258","0.01133","5.29912"
"27046.08","999.8","1.258","0.01133","5.29852"
"27056.08","999.8","1.258","0.01133","5.29877"
"27066.08","999.7","1.258","0.01133","5.29817"
"27076.08","999.9","1.258","0.01133","5.29932"
"27086.08","1000.1","1.258","0.01133","5.29992"
"27096.08","999.9","1.258","0.01133","5.29919"
"27106.08","1000.0","1.258","0.01133","5.29974"
"27116.08","1000.1","1.258","0.01133","5.30034"
"27126.08","1000.1","1.258","0.01133","5.30016"
"27136.08","999.8","1.258","0.01133","5.29882"
"27146.08","999.7","1.258","0.01133","5.29827"
"27156.08","999.6","1.258","0.01133","5.29764"
"27166.08","1000.0","1.258","0.01133","5.29940"
"27176.08","999.7","1.258","0.01133","5.29830"
"27186.08","999.8","1.258","0.01133","5.29850"
"27196.08","999.9","1.258","0.01133","5.29918"
"27206.08","999.9","1.258","0.01133","5.29924"
"27216.08","999.8","1.258","0.01133","5.29832"
"27226.08","999.8","1.258","0.01134","5.29852"
"27236.08","999.7","1.258","0.01134","5.29811"
"27246.08","999.5","1.258","0.01134","5.29692"
"27256.08","999.6","1.259","0.01134","5.29730"
"27266.08","1000.6","1.259","0.01134","5.30264"
"27276.08","1000.5","1.259","0.01134","5.30224"
"27286.08","1000.4","1.258","0.01134","5.30170"
"27296.08","1000.3","1.258","0.01134","5.30133"
"27306.08","1000.4","1.258","0.01134","5.30191"
"27316.08","1000.3","1.258","0.01133","5.30135"
"27326.08","1000.4","1.258","0.01133","5.30163"
"27336.08","1000.3","1.258","0.01133","5.30111"
"27346.08","1000.2","1.258","0.01133","5.30052"
"27356.08","1000.0","1.258","0.01133","5.29945"
"27366.08","1000.1","1.258","0.01133","5.30017"
"27376.08","1000.0","1.258","0.01133","5.29951"
"27386.08","1000.1","1.258","0.01133","5.30020"
"27396.08","1000.0","1.258","0.01133","5.29955"
"27406.08","1000.0","1.258","0.01133","5.29938"
"27416.08","999.9","1.258","0.01133","5.29916"
"27426.08","999.8","1.258","0.01133","5.29884"
"27436.08","999.8","1.258","0.01133","5.29836"
"27446.08","999.6","1.258","0.01133","5.29772"
"27456.08","999.7","1.258","0.01133","5.29810"
"27466.08","999.8","1.258","0.01133","5.29881"
"27476.08","999.7","1.258","0.01133","5.29808"
"27486.08","999.7","1.258","0.01133","5.29810"
"27496.08","999.5","1.258","0.01133","5.29724"
"27506.08","999.8","1.258","0.01134","5.29843"
"27516.08","999.5","1.258","0.01134","5.29722"
"27526.08","999.9","1.258","0.01134","5.29937"
"27536.08","999.8","1.259","0.01134","5.29865"
"27546.08","999.8","1.259","0.01134","5.29844"
"27556.08","999.7","1.259","0.01134","5.29802"
"27566.08","999.9","1.259","0.01134","5.29935"
"27576.08","999.9","1.259","0.01134","5.29893"
"27586.08","999.7","1.259","0.01134","5.29783"
"27596.08","1001.1","1.259","0.01134","5.30566"
"27606.08","1000.4","1.259","0.01134","5.30199"
"27616.08","1000.3","1.258","0.01134","5.30116"
"27626.08","1000.2","1.258","0.01134","5.30084"
"27636.08","1000.2","1.258","0.01134","5.30080"
"27646.08","1000.2","1.258","0.01134","5.30085"
"27656.08","999.9","1.258","0.01134","5.29901"
"27666.08","999.8","1.258","0.01134","5.29832"
"27676.08","999.7","1.258","0.01134","5.29807"
"27686.08","999.6","1.259","0.01134","5.29734"
"27696.08","999.8","1.259","0.01134","5.29854"
"27706.08","999.5","1.259","0.01134","5.29713"
"27716.08","999.6","1.259","0.01134","5.29754"
"27726.08","999.7","1.259","0.01134","5.29818"
"27736.08","1000.5","1.259","0.01134","5.30226"
"27746.08","1000.6","1.259","0.01134","5.30298"
"27756.08","1000.5","1.259","0.01134","5.30251"
"27766.08","1000.6","1.259","0.01134","5.30286"
"27776.08","1000.3","1.259","0.01134","5.30103"
"27786.08","1000.2","1.258","0.01134","5.30094"
"27796.08","1000.3","1.258","0.01134","5.30137"
"27806.08","1000.2","1.258","0.01134","5.30047"
"27816.08","1000.3","1.258","0.01134","5.30118"
"27826.08","1000.0","1.258","0.01133","5.29977"
"27836.08","1000.1","1.258","0.01133","5.30002"
"27846.08","999.7","1.258","0.01133","5.29826"
"27856.08","999.6","1.258","0.01134","5.29767"
"27866.08","999.6","1.258","0.01134","5.29758"
"27876.08","999.7","1.258","0.01134","5.29818"
"27886.08","999.8","1.258","0.01134","5.29866"
"27896.08","999.9","1.258","0.01134","5.29919"
"27906.08","1000.1","1.258","0.01134","5.30009"
"27916.08","1000.1","1.258","0.01134","5.30025"
"27926.08","1000.1","1.258","0.01134","5.29996"
"27936.08","1000.1","1.258","0.01134","5.29992"
"27946.08","999.9","1.258","0.01134","5.29898"
"27956.08","1000.0","1.258","0.01134","5.29941"
"27966.08","999.8","1.258","0.01134","5.29869"
"27976.08","999.9","1.258","0.01134","5.29907"
"27986.08","1000.0","1.258","0.01134","5.29948"
"27996.08","999.8","1.259","0.01134","5.29863"
"28006.08","999.9","1.259","0.01134","5.29898"
"28016.08","999.6","1.259","0.01134","5.29776"
"28026.08","999.5","1.259","0.01134","5.29710"
"28036.08","999.6","1.259","0.01134","5.29758"
"28046.08","999.4","1.259","0.01134","5.29663"
"28056.08","1000.5","1.259","0.01134","5.30215"
"28066.08","1000.6","1.259","0.01134","5.30299"
"28076.08","1000.5","1.259","0.01134","5.30213"
"28086.08","1000.3","1.259","0.01134","5.30133"
"28096.08","1000.3","1.259","0.01134","5.30131"
"28106.08","1000.2","1.259","0.01134","5.30083"
"28116.08","1000.2","1.259","0.01134","5.30091"
"28126.08","1000.4","1.258","0.01134","5.30173"
"28136.08","1000.3","1.258","0.01134","5.30120"
"28146.08","1000.4","1.258","0.01134","5.30172"
"28156.08","1000.3","1.258","0.01133","5.30142"
"28166.08","1000.1","1.258","0.01133","5.30043"
"28176.08","1000.0","1.258","0.01133","5.29978"
"28186.08","999.9","1.258","0.01133","5.29911"
"28196.08","999.9","1.258","0.01133","5.29930"
"28206.04","999.9","1.258","0.01133","5.29921"
"28206.04","999.9","1.258","0.01133","5.29916"
"28206.05","1000.0","1.258","0.01133","5.29987"
"28216.05","996.1","1.258","0.01133","5.27892"
"28226.05","992.6","1.257","0.01133","5.26044"
"28236.05","988.5","1.257","0.01132","5.23877"
"28246.05","985.4","1.257","0.01132","5.22247"
"28256.05","982.4","1.257","0.01132","5.20617"
"28266.05","978.6","1.256","0.01132","5.18643"
"28276.05","975.4","1.256","0.01131","5.16929"
"28286.05","972.3","1.256","0.01131","5.15259"
"28296.05","968.9","1.256","0.01131","5.13488"
"28306.05","965.6","1.256","0.01131","5.11714"
"28316.05","962.1","1.255","0.01130","5.09881"
"28326.05","958.8","1.255","0.01130","5.08119"
"28336.05","955.5","1.255","0.01130","5.06396"
"28346.05","952.1","1.255","0.01130","5.04581"
"28356.05","948.8","1.254","0.01130","5.02811"
"28366.05","945.5","1.254","0.01129","5.01072"
"28376.05","942.0","1.254","0.01129","4.99224"
"28386.05","938.9","1.254","0.01129","4.97576"
"28396.05","935.5","1.253","0.01129","4.95765"
"28406.05","932.1","1.253","0.01128","4.93996"
"28416.05","928.5","1.253","0.01128","4.92066"
"28426.05","925.3","1.253","0.01128","4.90397"
"28436.05","922.3","1.253","0.01128","4.88786"
"28446.05","919.1","1.252","0.01127","4.87064"
"28456.05","915.6","1.252","0.01127","4.85235"
"28466.05","911.9","1.252","0.01127","4.83297"
"28476.05","908.8","1.251","0.01127","4.81657"
"28486.05","905.4","1.251","0.01126","4.79831"
"28496.05","902.5","1.251","0.01126","4.78310"
"28506.05","898.5","1.251","0.01126","4.76185"
"28516.05","895.0","1.251","0.01126","4.74328"
"28526.05","892.3","1.250","0.01125","4.72889"
"28536.05","888.7","1.250","0.01125","4.70988"
"28546.05","885.2","1.250","0.01125","4.69104"
"28556.05","882.1","1.250","0.01125","4.67468"
"28566.05","878.8","1.249","0.01124","4.65738"
"28576.05","875.5","1.249","0.01124","4.63977"
"28586.05","872.0","1.249","0.01124","4.62145"
"28596.05","868.8","1.249","0.01124","4.60420"
"28606.05","865.3","1.248","0.01123","4.58568"
"28616.05","862.0","1.248","0.01123","4.56822"
"28626.05","859.1","1.248","0.01123","4.55295"
"28636.05","855.3","1.248","0.01123","4.53265"
"28646.05","852.2","1.247","0.01123","4.51657"
"28656.05","849.1","1.247","0.01122","4.49978"
"28666.05","846.1","1.247","0.01122","4.48424"
"28676.05","841.6","1.247","0.01122","4.46026"
"28686.05","838.6","1.246","0.01122","4.44435"
"28696.05","835.3","1.246","0.01121","4.42671"
"28706.05","831.9","1.246","0.01121","4.40875"
"28716.05","828.7","1.246","0.01121","4.39192"
"28726.05","825.7","1.245","0.01121","4.37573"
"28736.05","821.9","1.245","0.01120","4.35572"
"28746.05","819.0","1.245","0.01120","4.34033"
"28756.05","815.1","1.245","0.01120","4.31999"
"28766.05","812.2","1.244","0.01120","4.30427"
"28776.05","808.4","1.244","0.01119","4.28404"
"28786.05","805.5","1.244","0.01119","4.26900"
"28796.05","802.0","1.244","0.01119","4.25038"
"28801.93","800.0","1.243","0.01119","4.23968"
"28801.93","800.0","1.243","0.01119","4.23968"
"28801.93","800.0","1.243","0.01119","4.23971"
"28811.93","800.4","1.244","0.01119","4.24184"
"28821.93","800.4","1.244","0.01119","4.24168"
"28831.93","800.2","1.244","0.01119","4.24086"
"28841.93","800.1","1.244","0.01119","4.24029"
"28851.93","800.1","1.244","0.01119","4.24030"
"28861.93","800.1","1.244","0.01119","4.24037"
"28871.93","800.3","1.244","0.01119","4.24106"
"28881.93","800.4","1.244","0.01119","4.24183"
"28891.93","800.0","1.244","0.01119","4.23961"
"28901.93","800.1","1.244","0.01119","4.24048"
"28911.93","800.0","1.244","0.01119","4.23977"
"28921.93","800.2","1.244","0.01119","4.24101"
"28931.93","800.1","1.244","0.01119","4.24031"
"28941.93","800.1","1.244","0.01119","4.24006"
"28951.93","799.8","1.244","0.01119","4.23866"
"28961.93","799.7","1.244","0.01119","4.23812"
"28971.93","799.7","1.244","0.01119","4.23806"
"28981.93","799.9","1.244","0.01119","4.23906"
"28991.93","800.0","1.244","0.01119","4.23973"
"29001.93","800.3","1.244","0.01119","4.24116"
"29011.93","800.3","1.244","0.01119","4.24128"
"29021.93","800.2","1.243","0.01119","4.24101"
"29031.93","799.6","1.243","0.01119","4.23761"
"29041.93","799.5","1.243","0.01119","4.23715"
