Time,Load,Extension,Compressive strain (Extension),Compressive stress
"0.00","0.0","0.126","0.00000","0.00009"
"10.00","0.0","0.126","0.00000","0.00023"
"19.85","5.0","0.281","0.00155","0.02674"
"22.61","10.1","0.435","0.00309","0.05328"
"32.61","11.1","0.475","0.00349","0.05873"
"42.61","11.5","0.483","0.00358","0.06113"
"49.42","16.5","0.627","0.00501","0.08766"
"58.73","20.0","0.740","0.00615","0.10600"
"58.73","20.0","0.740","0.00615","0.10604"
"58.73","20.0","0.740","0.00615","0.10607"
"68.73","19.8","0.740","0.00615","0.10516"
"78.73","19.8","0.740","0.00615","0.10515"
"88.73","19.9","0.740","0.00615","0.10567"
"98.73","20.0","0.741","0.00615","0.10575"
"108.73","19.8","0.741","0.00615","0.10499"
"118.73","19.9","0.741","0.00615","0.10562"
"128.73","20.1","0.741","0.00615","0.10645"
"138.73","20.1","0.741","0.00615","0.10679"
"148.73","20.2","0.741","0.00615","0.10685"
"158.73","20.2","0.741","0.00615","0.10731"
"168.73","20.2","0.741","0.00615","0.10688"
"178.73","20.3","0.740","0.00615","0.10736"
"188.73","20.3","0.740","0.00615","0.10747"
"198.73","20.3","0.740","0.00615","0.10771"
"208.73","20.4","0.740","0.00615","0.10820"
"218.73","20.6","0.740","0.00615","0.10909"
"228.73","20.6","0.740","0.00615","0.10909"
"238.73","20.6","0.740","0.00614","0.10918"
"248.73","20.6","0.740","0.00614","0.10919"
"258.73","20.5","0.739","0.00613","0.10855"
"268.73","20.3","0.734","0.00609","0.10777"
"278.73","20.4","0.733","0.00608","0.10817"
"288.73","20.4","0.732","0.00606","0.10815"
"298.73","18.3","0.664","0.00539","0.09716"
"308.73","18.0","0.650","0.00524","0.09562"
"318.73","18.1","0.650","0.00524","0.09583"
"328.73","18.2","0.650","0.00525","0.09663"
"338.73","18.3","0.651","0.00525","0.09678"
"348.73","20.3","0.717","0.00592","0.10783"
"358.73","20.3","0.718","0.00593","0.10753"
"368.73","20.4","0.718","0.00593","0.10797"
"378.73","20.4","0.718","0.00593","0.10823"
"388.73","20.5","0.718","0.00592","0.10871"
"398.73","20.5","0.718","0.00592","0.10883"
"408.73","20.6","0.718","0.00592","0.10925"
"418.73","20.7","0.718","0.00592","0.10946"
"428.73","20.7","0.718","0.00592","0.10994"
"438.73","20.8","0.717","0.00592","0.11013"
"448.73","20.8","0.717","0.00592","0.11008"
"458.73","20.9","0.717","0.00591","0.11056"
"468.73","20.7","0.715","0.00590","0.10988"
"478.73","20.5","0.711","0.00585","0.10852"
"488.73","20.1","0.699","0.00573","0.10628"
"498.73","19.2","0.667","0.00542","0.10173"
"508.73","19.3","0.667","0.00541","0.10236"
"518.73","19.4","0.667","0.00541","0.10284"
"528.73","19.4","0.667","0.00542","0.10278"
"538.73","19.5","0.667","0.00542","0.10322"
"548.73","19.5","0.667","0.00542","0.10331"
"558.73","19.4","0.667","0.00542","0.10303"
"568.73","19.6","0.667","0.00542","0.10362"
"578.73","19.6","0.668","0.00542","0.10395"
"588.73","19.7","0.668","0.00542","0.10419"
"598.73","19.7","0.668","0.00542","0.10420"
"608.73","19.7","0.668","0.00542","0.10443"
"618.73","19.8","0.668","0.00542","0.10482"
"628.73","19.7","0.668","0.00543","0.10454"
"638.73","19.8","0.668","0.00543","0.10481"
"648.73","19.9","0.668","0.00543","0.10525"
"658.73","19.9","0.668","0.00543","0.10572"
"668.73","19.9","0.668","0.00543","0.10549"
"678.73","20.0","0.668","0.00543","0.10594"
"688.73","20.1","0.668","0.00543","0.10630"
"698.73","20.1","0.668","0.00543","0.10653"
"708.73","20.1","0.668","0.00543","0.10655"
"718.73","20.1","0.668","0.00543","0.10644"
"728.73","20.2","0.668","0.00543","0.10713"
"738.73","20.2","0.668","0.00543","0.10701"
"748.73","20.2","0.668","0.00543","0.10731"
"758.73","20.3","0.668","0.00543","0.10772"
"768.73","20.3","0.668","0.00543","0.10733"
"778.73","20.3","0.668","0.00543","0.10747"
"788.73","20.2","0.668","0.00543","0.10723"
"798.73","20.3","0.668","0.00543","0.10767"
"808.73","20.4","0.668","0.00542","0.10790"
"818.73","20.4","0.668","0.00542","0.10822"
"828.73","20.4","0.668","0.00542","0.10797"
"838.73","20.4","0.668","0.00542","0.10836"
"848.73","20.5","0.668","0.00542","0.10846"
"858.73","20.5","0.668","0.00542","0.10850"
"868.73","20.5","0.667","0.00542","0.10874"
"878.73","20.6","0.667","0.00542","0.10927"
"888.73","20.5","0.667","0.00542","0.10884"
"898.73","20.6","0.667","0.00542","0.10911"
"908.73","19.5","0.642","0.00516","0.10316"
"918.73","19.5","0.635","0.00509","0.10330"
"928.73","19.5","0.635","0.00509","0.10353"
"938.73","19.6","0.635","0.00509","0.10388"
"948.73","19.7","0.635","0.00509","0.10450"
"958.73","19.8","0.635","0.00509","0.10498"
"968.73","19.8","0.635","0.00510","0.10514"
"978.73","19.9","0.635","0.00510","0.10542"
"988.73","19.9","0.635","0.00510","0.10541"
"998.73","20.0","0.635","0.00510","0.10616"
"1008.73","20.1","0.635","0.00510","0.10651"
"1018.73","20.2","0.635","0.00510","0.10702"
"1028.73","20.2","0.635","0.00510","0.10717"
"1038.73","20.3","0.635","0.00509","0.10753"
"1048.73","20.3","0.635","0.00509","0.10778"
"1058.73","20.3","0.635","0.00509","0.10769"
"1068.73","20.3","0.635","0.00509","0.10782"
"1078.73","20.4","0.635","0.00509","0.10817"
"1088.73","20.4","0.635","0.00509","0.10791"
"1098.73","20.5","0.635","0.00509","0.10852"
"1108.73","19.4","0.609","0.00483","0.10268"
"1118.73","19.2","0.601","0.00475","0.10199"
"1128.73","19.3","0.601","0.00476","0.10234"
"1138.73","19.4","0.601","0.00476","0.10292"
"1148.73","19.6","0.601","0.00476","0.10374"
"1158.73","19.6","0.601","0.00476","0.10391"
"1168.73","19.7","0.601","0.00476","0.10443"
"1178.73","19.7","0.601","0.00476","0.10438"
"1188.73","19.7","0.602","0.00476","0.10463"
"1198.73","19.8","0.602","0.00476","0.10490"
"1208.73","19.8","0.602","0.00476","0.10475"
"1218.73","19.8","0.602","0.00476","0.10490"
"1228.73","19.8","0.602","0.00476","0.10515"
"1238.73","19.9","0.602","0.00476","0.10531"
"1248.73","19.9","0.602","0.00476","0.10571"
"1258.73","20.0","0.602","0.00476","0.10576"
"1268.73","20.0","0.602","0.00476","0.10607"
"1278.73","20.1","0.602","0.00476","0.10638"
"1288.73","20.0","0.602","0.00476","0.10590"
"1298.73","20.1","0.602","0.00476","0.10660"
"1308.73","20.1","0.602","0.00476","0.10676"
"1318.73","20.2","0.602","0.00476","0.10682"
"1328.73","20.2","0.602","0.00476","0.10718"
"1338.73","20.2","0.602","0.00476","0.10722"
"1348.73","20.3","0.602","0.00476","0.10743"
"1358.73","20.3","0.602","0.00476","0.10750"
"1368.73","20.3","0.602","0.00476","0.10746"
"1378.73","20.3","0.601","0.00476","0.10774"
"1388.73","20.4","0.601","0.00476","0.10803"
"1398.73","20.4","0.601","0.00476","0.10824"
"1408.73","20.4","0.601","0.00476","0.10804"
"1418.73","20.5","0.601","0.00476","0.10840"
"1428.73","20.5","0.601","0.00476","0.10843"
"1438.73","20.5","0.601","0.00476","0.10876"
"1448.73","20.5","0.601","0.00475","0.10884"
"1458.73","20.5","0.601","0.00475","0.10862"
"1468.73","19.2","0.569","0.00444","0.10188"
"1478.73","19.3","0.569","0.00444","0.10231"
"1488.73","19.3","0.569","0.00444","0.10245"
"1498.73","19.3","0.569","0.00444","0.10239"
"1508.73","19.4","0.569","0.00444","0.10268"
"1518.73","19.4","0.570","0.00444","0.10304"
"1528.73","19.4","0.570","0.00444","0.10298"
"1538.73","19.5","0.570","0.00444","0.10337"
"1548.73","19.6","0.570","0.00444","0.10364"
"1558.73","19.7","0.570","0.00444","0.10442"
"1568.73","19.6","0.570","0.00444","0.10403"
"1578.73","19.7","0.570","0.00444","0.10423"
"1588.73","19.8","0.570","0.00444","0.10474"
"1598.73","19.8","0.570","0.00445","0.10468"
"1608.73","19.8","0.570","0.00445","0.10501"
"1618.73","19.8","0.570","0.00445","0.10507"
"1628.73","19.9","0.570","0.00445","0.10535"
"1638.73","19.9","0.570","0.00445","0.10533"
"1648.73","20.0","0.571","0.00445","0.10579"
"1658.73","20.0","0.571","0.00445","0.10585"
"1668.73","20.0","0.571","0.00445","0.10586"
"1678.73","20.0","0.571","0.00445","0.10614"
"1688.73","20.0","0.571","0.00445","0.10620"
"1698.73","20.1","0.571","0.00445","0.10647"
"1708.73","20.1","0.571","0.00445","0.10628"
"1718.73","20.1","0.571","0.00445","0.10640"
"1728.73","20.1","0.571","0.00445","0.10652"
"1738.73","20.2","0.571","0.00445","0.10710"
"1748.73","20.2","0.571","0.00445","0.10730"
"1758.73","20.2","0.570","0.00445","0.10729"
"1768.73","20.3","0.570","0.00445","0.10760"
"1778.73","20.3","0.570","0.00445","0.10751"
"1788.73","20.3","0.570","0.00445","0.10761"
"1798.73","20.3","0.570","0.00445","0.10774"
"1808.73","20.3","0.570","0.00445","0.10754"
"1818.73","20.3","0.570","0.00445","0.10779"
"1828.73","20.4","0.570","0.00444","0.10811"
"1838.73","20.4","0.570","0.00444","0.10804"
"1848.73","20.4","0.570","0.00444","0.10803"
"1858.73","20.4","0.570","0.00444","0.10800"
"1868.73","20.3","0.570","0.00444","0.10779"
"1878.73","20.4","0.570","0.00444","0.10809"
"1888.73","20.5","0.570","0.00444","0.10848"
"1898.73","20.5","0.570","0.00444","0.10847"
"1908.73","20.4","0.569","0.00444","0.10827"
"1918.73","20.5","0.569","0.00444","0.10858"
"1928.73","20.6","0.569","0.00444","0.10898"
"1938.73","19.3","0.544","0.00418","0.10215"
"1948.73","17.4","0.472","0.00346","0.09200"
"1958.73","17.3","0.472","0.00346","0.09193"
"1968.73","17.4","0.473","0.00347","0.09227"
"1978.73","20.1","0.555","0.00430","0.10626"
"1988.73","21.0","0.587","0.00462","0.11128"
"1998.73","21.1","0.587","0.00461","0.11182"
"2008.73","21.1","0.587","0.00461","0.11172"
"2018.73","21.1","0.587","0.00461","0.11202"
"2028.73","21.2","0.587","0.00461","0.11233"
"2038.73","21.2","0.586","0.00460","0.11257"
"2048.73","20.9","0.584","0.00459","0.11079"
"2058.73","20.4","0.570","0.00444","0.10815"
"2068.73","19.4","0.536","0.00410","0.10257"
"2078.73","19.4","0.536","0.00410","0.10264"
"2088.73","19.4","0.536","0.00410","0.10280"
"2098.73","19.4","0.536","0.00410","0.10282"
"2108.73","19.4","0.536","0.00410","0.10271"
"2118.73","19.5","0.536","0.00410","0.10332"
"2128.73","19.5","0.536","0.00410","0.10315"
"2138.73","19.5","0.536","0.00410","0.10332"
"2148.73","19.5","0.536","0.00410","0.10327"
"2158.73","19.6","0.536","0.00411","0.10370"
"2168.73","19.6","0.536","0.00411","0.10376"
"2178.73","19.6","0.537","0.00411","0.10409"
"2188.73","19.6","0.537","0.00411","0.10383"
"2198.73","19.7","0.537","0.00411","0.10436"
"2208.73","19.8","0.538","0.00412","0.10479"
"2218.73","19.8","0.538","0.00412","0.10482"
"2228.73","19.8","0.539","0.00413","0.10502"
"2238.73","19.9","0.539","0.00413","0.10521"
"2248.73","19.9","0.539","0.00414","0.10546"
"2258.73","20.0","0.540","0.00414","0.10588"
"2268.73","20.0","0.540","0.00414","0.10573"
"2278.73","20.0","0.540","0.00414","0.10604"
"2288.73","20.0","0.540","0.00414","0.10623"
"2298.73","20.1","0.540","0.00414","0.10639"
"2308.73","20.1","0.540","0.00414","0.10646"
"2318.73","20.1","0.540","0.00414","0.10638"
"2328.73","20.1","0.540","0.00414","0.10628"
"2338.73","20.1","0.540","0.00414","0.10667"
"2348.73","20.2","0.540","0.00414","0.10679"
"2358.73","20.1","0.540","0.00414","0.10675"
"2368.73","20.2","0.540","0.00414","0.10694"
"2378.73","20.2","0.540","0.00414","0.10680"
"2388.73","20.2","0.540","0.00414","0.10706"
"2398.73","20.2","0.540","0.00414","0.10709"
"2408.73","20.2","0.540","0.00414","0.10701"
"2418.73","20.2","0.540","0.00414","0.10722"
"2428.73","20.2","0.540","0.00414","0.10687"
"2438.73","20.2","0.540","0.00414","0.10729"
"2448.73","20.2","0.540","0.00414","0.10727"
"2458.73","20.3","0.540","0.00414","0.10743"
"2468.73","20.3","0.540","0.00414","0.10748"
"2478.73","20.3","0.540","0.00414","0.10757"
"2488.73","20.2","0.539","0.00414","0.10713"
"2498.73","20.3","0.539","0.00414","0.10736"
"2508.73","20.3","0.539","0.00414","0.10762"
"2518.73","20.3","0.539","0.00414","0.10745"
"2528.73","20.3","0.539","0.00414","0.10770"
"2538.73","20.3","0.539","0.00413","0.10774"
"2548.73","20.3","0.539","0.00413","0.10775"
"2558.73","20.3","0.539","0.00413","0.10749"
"2568.73","20.3","0.539","0.00413","0.10757"
"2578.73","20.3","0.539","0.00413","0.10765"
"2588.73","20.3","0.539","0.00413","0.10766"
"2598.73","20.4","0.539","0.00413","0.10833"
"2608.73","20.4","0.538","0.00413","0.10790"
"2618.73","20.1","0.538","0.00412","0.10659"
"2628.73","20.2","0.537","0.00412","0.10686"
"2638.73","20.2","0.537","0.00411","0.10686"
"2648.73","20.2","0.537","0.00411","0.10718"
"2658.73","20.1","0.536","0.00411","0.10632"
"2668.73","20.1","0.536","0.00410","0.10647"
"2678.73","20.1","0.536","0.00410","0.10654"
"2688.73","20.0","0.536","0.00410","0.10616"
"2698.73","20.0","0.536","0.00410","0.10613"
"2708.73","20.0","0.535","0.00409","0.10584"
"2718.73","19.0","0.504","0.00378","0.10053"
"2728.73","19.0","0.504","0.00378","0.10057"
"2738.73","19.0","0.504","0.00378","0.10081"
"2748.73","19.0","0.504","0.00378","0.10055"
"2758.73","19.0","0.504","0.00378","0.10080"
"2768.73","19.0","0.504","0.00378","0.10067"
"2778.73","19.1","0.505","0.00379","0.10106"
"2788.73","19.1","0.506","0.00380","0.10141"
"2798.73","19.3","0.510","0.00385","0.10240"
"2808.73","20.0","0.526","0.00400","0.10616"
"2818.73","20.4","0.540","0.00414","0.10834"
"2828.73","20.4","0.540","0.00414","0.10821"
"2838.73","20.4","0.540","0.00414","0.10811"
"2848.73","20.4","0.540","0.00414","0.10786"
"2858.73","20.5","0.540","0.00414","0.10861"
"2868.73","20.5","0.540","0.00414","0.10844"
"2878.73","20.5","0.540","0.00414","0.10878"
"2888.73","20.5","0.539","0.00414","0.10860"
"2898.73","20.5","0.539","0.00414","0.10840"
"2908.73","20.5","0.539","0.00414","0.10861"
"2918.73","20.5","0.539","0.00413","0.10889"
"2928.73","20.5","0.539","0.00413","0.10846"
"2938.73","20.5","0.539","0.00413","0.10854"
"2948.73","20.5","0.539","0.00413","0.10859"
"2958.73","20.4","0.538","0.00412","0.10788"
"2968.73","20.4","0.538","0.00412","0.10787"
"2978.73","20.2","0.537","0.00411","0.10720"
"2988.73","20.1","0.536","0.00411","0.10668"
"2998.73","20.1","0.536","0.00410","0.10674"
"3008.73","20.1","0.535","0.00409","0.10675"
"3018.73","19.2","0.504","0.00378","0.10176"
"3028.73","19.2","0.504","0.00378","0.10168"
"3038.73","19.3","0.504","0.00379","0.10207"
"3048.73","19.2","0.504","0.00379","0.10152"
"3058.73","19.2","0.505","0.00379","0.10174"
"3068.73","19.2","0.505","0.00379","0.10194"
"3078.73","19.2","0.505","0.00379","0.10182"
"3088.73","19.3","0.505","0.00379","0.10218"
"3098.73","19.3","0.505","0.00380","0.10206"
"3108.73","19.3","0.506","0.00381","0.10220"
"3118.73","19.5","0.510","0.00384","0.10311"
"3128.73","20.6","0.540","0.00414","0.10902"
"3138.73","20.6","0.540","0.00414","0.10922"
"3148.73","20.5","0.540","0.00414","0.10888"
"3158.73","20.6","0.540","0.00414","0.10908"
"3168.73","20.6","0.540","0.00414","0.10933"
"3178.73","20.7","0.540","0.00414","0.10973"
"3188.73","20.6","0.540","0.00414","0.10921"
"3198.73","20.7","0.539","0.00414","0.10974"
"3208.73","20.7","0.539","0.00414","0.10970"
"3218.73","20.7","0.539","0.00413","0.10980"
"3228.73","20.6","0.539","0.00413","0.10933"
"3238.73","20.5","0.538","0.00412","0.10844"
"3248.73","20.3","0.537","0.00411","0.10752"
"3258.73","20.3","0.536","0.00410","0.10734"
"3268.73","20.3","0.535","0.00409","0.10734"
"3278.73","19.3","0.504","0.00378","0.10235"
"3288.73","19.3","0.504","0.00378","0.10214"
"3298.73","19.3","0.504","0.00378","0.10242"
"3308.73","19.3","0.504","0.00378","0.10249"
"3318.73","19.3","0.504","0.00378","0.10223"
"3328.73","19.3","0.504","0.00378","0.10225"
"3338.73","19.3","0.504","0.00379","0.10243"
"3348.73","19.3","0.505","0.00379","0.10233"
"3358.73","19.3","0.505","0.00379","0.10245"
"3368.73","19.4","0.505","0.00379","0.10268"
"3378.73","19.4","0.505","0.00380","0.10285"
"3388.73","19.4","0.507","0.00381","0.10294"
"3398.73","19.6","0.510","0.00384","0.10369"
"3408.73","21.1","0.554","0.00428","0.11179"
"3418.73","21.1","0.554","0.00428","0.11196"
"3428.73","21.2","0.554","0.00428","0.11222"
"3438.73","21.1","0.553","0.00428","0.11202"
"3448.73","21.2","0.553","0.00427","0.11211"
"3458.73","21.1","0.553","0.00427","0.11172"
"3468.73","20.8","0.550","0.00425","0.11007"
"3478.73","20.4","0.537","0.00411","0.10806"
"3488.73","20.3","0.536","0.00410","0.10766"
"3498.73","20.2","0.530","0.00405","0.10686"
"3508.73","18.5","0.473","0.00347","0.09811"
"3518.73","18.5","0.473","0.00347","0.09827"
"3528.73","18.5","0.473","0.00348","0.09814"
"3538.73","18.5","0.474","0.00348","0.09819"
"3548.73","18.6","0.474","0.00348","0.09837"
"3558.73","19.1","0.490","0.00364","0.10135"
"3568.73","20.3","0.523","0.00398","0.10755"
"3578.73","20.2","0.523","0.00398","0.10723"
"3588.73","20.3","0.523","0.00398","0.10755"
"3598.73","20.3","0.523","0.00398","0.10765"
"3608.73","20.3","0.523","0.00398","0.10757"
"3618.73","20.4","0.523","0.00398","0.10788"
"3628.73","20.4","0.523","0.00398","0.10790"
"3638.73","20.4","0.523","0.00398","0.10796"
"3648.73","20.3","0.523","0.00397","0.10782"
"3658.73","20.4","0.523","0.00397","0.10812"
"3668.73","20.4","0.523","0.00397","0.10799"
"3678.73","20.4","0.523","0.00397","0.10793"
"3688.73","20.4","0.523","0.00397","0.10796"
"3698.73","20.4","0.523","0.00397","0.10793"
"3708.73","20.4","0.523","0.00397","0.10828"
"3718.73","20.4","0.522","0.00397","0.10797"
"3728.73","20.4","0.522","0.00397","0.10787"
"3738.73","20.3","0.522","0.00397","0.10782"
"3748.73","20.4","0.522","0.00397","0.10818"
"3758.73","20.2","0.521","0.00395","0.10688"
"3768.73","20.1","0.521","0.00395","0.10668"
"3778.73","20.1","0.521","0.00395","0.10639"
"3788.73","20.0","0.521","0.00395","0.10603"
"3798.73","20.1","0.521","0.00395","0.10653"
"3808.73","20.1","0.521","0.00395","0.10647"
"3818.73","20.1","0.520","0.00395","0.10637"
"3828.73","20.0","0.520","0.00395","0.10603"
"3838.73","20.0","0.520","0.00395","0.10592"
"3848.73","20.0","0.520","0.00394","0.10601"
"3858.73","20.1","0.520","0.00394","0.10633"
"3868.73","20.1","0.520","0.00394","0.10632"
"3878.73","20.0","0.520","0.00394","0.10598"
"3888.73","20.1","0.520","0.00394","0.10629"
"3898.73","20.0","0.520","0.00394","0.10598"
"3908.73","20.0","0.520","0.00394","0.10602"
"3918.73","20.1","0.520","0.00394","0.10626"
"3928.73","20.0","0.520","0.00394","0.10607"
"3938.73","20.0","0.520","0.00394","0.10625"
"3948.73","20.0","0.520","0.00394","0.10605"
"3958.73","20.0","0.519","0.00394","0.10608"
"3968.73","20.0","0.519","0.00393","0.10616"
"3978.73","20.0","0.519","0.00393","0.10599"
"3988.73","20.0","0.519","0.00393","0.10578"
"3998.73","20.0","0.519","0.00393","0.10575"
"4008.73","20.0","0.519","0.00393","0.10623"
"4018.73","20.0","0.519","0.00393","0.10594"
"4028.73","20.0","0.519","0.00393","0.10604"
"4038.73","20.0","0.519","0.00393","0.10607"
"4048.73","20.0","0.519","0.00393","0.10589"
"4058.73","20.0","0.519","0.00393","0.10582"
"4068.73","19.9","0.519","0.00393","0.10570"
"4078.73","20.0","0.519","0.00393","0.10578"
"4088.73","20.0","0.519","0.00393","0.10583"
"4098.73","20.0","0.519","0.00393","0.10579"
"4108.73","20.0","0.519","0.00393","0.10596"
"4118.73","20.1","0.519","0.00393","0.10634"
"4128.73","20.0","0.519","0.00393","0.10606"
"4138.73","20.1","0.518","0.00393","0.10660"
"4148.73","20.1","0.518","0.00393","0.10669"
"4158.73","20.0","0.518","0.00392","0.10617"
"4168.73","19.9","0.518","0.00392","0.10571"
"4178.73","20.0","0.518","0.00392","0.10576"
"4188.73","20.0","0.518","0.00392","0.10597"
"4198.73","20.0","0.518","0.00392","0.10602"
"4208.73","20.0","0.518","0.00392","0.10608"
"4218.73","20.0","0.518","0.00392","0.10591"
"4228.73","20.0","0.518","0.00392","0.10595"
"4238.73","20.1","0.518","0.00392","0.10640"
"4248.73","20.1","0.518","0.00392","0.10646"
"4258.73","20.0","0.517","0.00391","0.10600"
"4268.73","19.9","0.517","0.00391","0.10552"
"4278.73","19.9","0.517","0.00391","0.10540"
"4288.73","20.0","0.517","0.00391","0.10578"
"4298.73","19.9","0.517","0.00391","0.10551"
"4308.73","20.0","0.517","0.00391","0.10578"
"4318.73","19.9","0.517","0.00391","0.10559"
"4328.73","19.9","0.517","0.00391","0.10565"
"4338.73","20.0","0.517","0.00391","0.10579"
"4348.73","20.0","0.517","0.00391","0.10607"
"4358.73","20.0","0.517","0.00391","0.10609"
"4368.73","20.1","0.517","0.00391","0.10636"
"4378.73","20.0","0.517","0.00391","0.10604"
"4388.73","20.0","0.517","0.00391","0.10622"
"4398.73","20.1","0.517","0.00391","0.10627"
"4408.73","20.1","0.517","0.00391","0.10644"
"4418.73","20.1","0.517","0.00391","0.10652"
"4428.73","20.1","0.517","0.00391","0.10628"
"4438.73","20.1","0.517","0.00391","0.10644"
"4448.73","20.1","0.517","0.00391","0.10650"
"4458.73","20.1","0.517","0.00391","0.10644"
"4468.73","20.0","0.516","0.00391","0.10577"
"4478.73","20.0","0.516","0.00390","0.10589"
"4488.73","19.9","0.516","0.00390","0.10556"
"4498.73","20.0","0.516","0.00390","0.10595"
"4508.73","19.9","0.516","0.00390","0.10568"
"4518.73","20.0","0.516","0.00390","0.10587"
"4528.73","19.9","0.516","0.00390","0.10566"
"4538.73","20.0","0.516","0.00390","0.10588"
"4548.73","19.9","0.516","0.00390","0.10568"
"4558.73","20.0","0.516","0.00390","0.10604"
"4568.73","20.0","0.516","0.00390","0.10609"
"4578.73","20.0","0.516","0.00390","0.10605"
"4588.73","20.1","0.516","0.00390","0.10627"
"4598.73","20.1","0.516","0.00390","0.10626"
"4608.73","20.0","0.516","0.00390","0.10606"
"4618.73","20.1","0.516","0.00390","0.10660"
"4628.73","20.0","0.516","0.00390","0.10615"
"4638.73","20.1","0.516","0.00390","0.10626"
"4648.73","20.0","0.516","0.00390","0.10592"
"4658.73","20.0","0.516","0.00390","0.10587"
"4668.73","20.0","0.516","0.00390","0.10606"
"4678.73","20.0","0.516","0.00390","0.10593"
"4688.73","20.0","0.516","0.00390","0.10581"
"4698.73","20.0","0.516","0.00390","0.10582"
"4708.73","20.0","0.516","0.00390","0.10605"
"4718.73","20.0","0.516","0.00390","0.10619"
"4728.73","20.0","0.516","0.00390","0.10600"
"4738.73","20.0","0.516","0.00390","0.10617"
"4748.73","20.1","0.516","0.00390","0.10634"
"4758.73","20.0","0.516","0.00390","0.10609"
"4768.73","20.0","0.515","0.00389","0.10594"
"4778.73","20.0","0.515","0.00389","0.10593"
"4788.73","20.0","0.515","0.00389","0.10587"
"4798.73","20.0","0.515","0.00389","0.10592"
"4808.73","20.0","0.515","0.00389","0.10612"
"4818.73","20.0","0.515","0.00389","0.10614"
"4828.73","20.0","0.515","0.00389","0.10616"
"4838.73","20.0","0.515","0.00389","0.10610"
"4848.73","20.0","0.515","0.00389","0.10608"
"4858.73","20.1","0.515","0.00389","0.10628"
"4868.73","20.1","0.515","0.00389","0.10632"
"4878.73","20.0","0.515","0.00389","0.10609"
"4888.73","20.0","0.515","0.00389","0.10619"
"4898.73","20.0","0.515","0.00389","0.10605"
"4908.73","20.0","0.515","0.00389","0.10610"
"4918.73","20.0","0.515","0.00389","0.10606"
"4928.73","20.0","0.515","0.00389","0.10619"
"4938.73","20.0","0.515","0.00389","0.10589"
"4948.73","20.0","0.515","0.00389","0.10589"
"4958.73","20.0","0.515","0.00389","0.10608"
"4968.73","20.0","0.515","0.00389","0.10587"
"4978.73","20.0","0.515","0.00389","0.10602"
"4988.73","20.0","0.515","0.00389","0.10600"
"4998.73","20.0","0.515","0.00389","0.10616"
"5008.73","20.1","0.515","0.00389","0.10645"
"5018.73","19.9","0.514","0.00389","0.10569"
"5028.73","19.9","0.514","0.00388","0.10544"
"5038.73","19.9","0.514","0.00388","0.10536"
"5048.73","19.9","0.514","0.00388","0.10532"
"5058.73","19.9","0.514","0.00388","0.10547"
"5068.73","19.9","0.514","0.00388","0.10532"
"5078.73","19.9","0.514","0.00388","0.10535"
"5088.73","19.9","0.514","0.00388","0.10522"
"5098.73","20.0","0.514","0.00388","0.10583"
"5108.73","19.9","0.514","0.00388","0.10540"
"5118.73","20.0","0.514","0.00388","0.10595"
"5128.73","19.9","0.514","0.00388","0.10567"
"5138.73","19.9","0.514","0.00388","0.10560"
"5148.73","20.0","0.514","0.00388","0.10602"
"5158.73","20.0","0.514","0.00388","0.10584"
"5168.73","20.0","0.514","0.00388","0.10577"
"5178.73","20.0","0.514","0.00388","0.10610"
"5188.73","19.9","0.514","0.00388","0.10572"
"5198.73","20.0","0.514","0.00388","0.10594"
"5208.73","20.0","0.514","0.00388","0.10580"
"5218.73","20.0","0.514","0.00388","0.10597"
"5228.73","20.1","0.514","0.00388","0.10626"
"5238.73","20.0","0.514","0.00388","0.10591"
"5248.73","20.0","0.514","0.00388","0.10596"
"5258.73","20.1","0.514","0.00388","0.10628"
"5268.73","20.0","0.514","0.00388","0.10612"
"5278.73","20.0","0.514","0.00388","0.10614"
"5288.73","20.1","0.514","0.00388","0.10640"
"5298.73","20.1","0.514","0.00388","0.10629"
"5308.73","20.1","0.514","0.00388","0.10630"
"5318.73","20.1","0.514","0.00388","0.10629"
"5328.73","20.1","0.514","0.00388","0.10653"
"5338.73","20.1","0.514","0.00388","0.10639"
"5348.73","20.0","0.514","0.00388","0.10602"
"5358.73","20.0","0.514","0.00388","0.10615"
"5368.73","20.1","0.514","0.00388","0.10644"
"5378.73","20.1","0.514","0.00388","0.10665"
"5388.73","20.1","0.514","0.00388","0.10660"
"5398.73","20.1","0.514","0.00388","0.10656"
"5408.73","20.1","0.514","0.00388","0.10660"
"5418.73","20.0","0.514","0.00388","0.10601"
"5428.73","20.1","0.514","0.00388","0.10659"
"5438.73","20.1","0.514","0.00388","0.10660"
"5448.73","20.1","0.514","0.00388","0.10648"
"5458.73","20.0","0.514","0.00388","0.10620"
"5468.73","20.1","0.514","0.00388","0.10631"
"5478.73","20.0","0.514","0.00388","0.10620"
"5488.73","20.0","0.514","0.00388","0.10589"
"5498.73","20.0","0.514","0.00388","0.10606"
"5508.73","20.0","0.514","0.00388","0.10589"
"5518.73","20.0","0.514","0.00388","0.10609"
"5528.73","19.9","0.514","0.00388","0.10571"
"5538.73","20.0","0.514","0.00388","0.10607"
"5548.73","20.0","0.514","0.00388","0.10576"
"5558.73","20.0","0.514","0.00388","0.10594"
"5568.73","20.0","0.514","0.00388","0.10589"
"5578.73","20.0","0.514","0.00388","0.10588"
"5588.73","20.0","0.514","0.00388","0.10624"
